CpGs,Monocytes90_Breast10,Adipo60Kidney30Prost10,Eryth50Lung25GI25
cg19210276,0.05258,0.07024999999999999,0.051574999999999996
cg15650509,0.01905,0.01011,0.014425
cg15473346,0.007670000000000001,0.023969999999999998,0.062225
cg06121450,0.05677,0.07715999999999999,0.0782
cg14612335,0.02142,0.03596,0.024775
cg00349895,0.0151,0.030220000000000004,0.011425000000000001
cg01022974,0.01178,0.015899999999999997,0.017025
cg16208357,0.01698,0.0108,0.012025000000000001
cg24104567,0.01886,0.0026,0.01515
cg02763536,0.0194,0.008669999999999999,0.012750000000000001
cg03717364,0.043480000000000005,0.047150000000000004,0.045825000000000005
cg04011671,0.02934,0.027859999999999996,0.031375
cg02971575,0.00628,0.004889999999999999,0.005625
cg07363543,0.01658,0.07145,0.022575
cg15232539,0.05157,0.054569999999999994,0.082975
cg21344746,0.01348,0.01367,0.023575
cg25606201,0.032769999999999994,0.05101,0.020275
cg26008365,0.020290000000000002,0.02971,0.0403
cg10640944,0.0299,0.016989999999999998,0.0183
cg16208357,0.01698,0.0108,0.012025000000000001
cg24104567,0.01886,0.0026,0.01515
cg02763536,0.0194,0.008669999999999999,0.012750000000000001
cg08640252,0.02093,0.00854,0.013675
cg18976418,0.044340000000000004,0.06849999999999999,0.08162499999999999
cg25365958,0.08782,0.029259999999999998,0.04882499999999999
cg16247817,0.032240000000000005,0.039009999999999996,0.0493
cg24408896,0.19973,0.0819,0.17982499999999998
cg10683341,0.02121,0.021849999999999998,0.01725
cg23651614,0.042339999999999996,0.048999999999999995,0.041525
cg10831212,0.02892,0.052790000000000004,0.047525
cg19210276,0.05258,0.07024999999999999,0.051574999999999996
cg08092930,0.037140000000000006,0.015210000000000001,0.020900000000000002
cg15416179,0.012190000000000001,0.00443,0.025075
cg18609578,0.038959999999999995,0.02737,0.0393
cg03997390,0.06092,0.05481,0.058800000000000005
cg12446199,0.02784,0.026619999999999998,0.033100000000000004
cg22707529,0.03864000000000001,0.04482,0.038
cg20865323,0.032959999999999996,0.02954,0.021325
cg27557428,0.01756,0.01496,0.05735
cg12426092,0.06975,0.04876,0.046875
cg13469590,0.01516,0.00789,0.01865
cg13607248,0.03858,0.030449999999999998,0.025750000000000002
cg05103231,0.050100000000000006,0.005769999999999999,0.020675
cg26860970,0.15927,0.01133,0.07085
cg16555181,0.16699,0.07893,0.12292499999999999
cg02186769,0.22349,0.07856999999999999,0.14165
cg03666441,0.06421,0.012709999999999999,0.0392
cg13152952,0.00553,0.013279999999999998,0.10414999999999999
cg13437525,0.03323,0.05124,0.035324999999999995
cg02501827,0.02263,0.05853,0.04625
cg12492653,0.14578,0.21148999999999998,0.167125
cg05795313,0.042890000000000005,0.04693,0.0399
cg21272996,0.0616,0.07236000000000001,0.072975
cg25728685,0.03385,0.02431,0.044225
cg27424995,0.01033,0.01964,0.0292
cg22707529,0.03864000000000001,0.04482,0.038
cg20865323,0.032959999999999996,0.02954,0.021325
cg22306344,0.00635,0.013,0.016774999999999998
cg11153400,0.02607,0.010979999999999998,0.026125
cg26394940,0.05653999999999999,0.04076,0.06425
cg10421247,0.04671,0.028349999999999997,0.040125
cg25737313,0.033780000000000004,0.025789999999999997,0.022825
cg16704678,0.005410000000000001,0.00948,0.011349999999999999
cg17329494,0.02401,0.02586,0.03665
cg25104621,0.017839999999999998,0.0046700000000000005,0.008499999999999999
cg10837858,0.033420000000000005,0.035640000000000005,0.02545
cg23600866,0.05018,0.05021,0.047475
cg04850765,0.013410000000000002,0.0116,0.015475000000000001
cg11911122,0.035840000000000004,0.05822,0.0315
cg25150243,0.13199,0.041729999999999996,0.06745
cg25417405,0.3133,0.15253,0.23095000000000002
cg10040748,0.03871,0.05028,0.041175
cg19725489,0.02389,0.03229,0.03415
cg21863949,0.12527,0.01418,0.0411
cg08388111,0.02919,0.01771,0.0274
cg14222879,0.009219999999999999,0.02517,0.010825000000000001
cg14247332,0.00748,0.00274,0.006475
cg09878888,0.045649999999999996,0.06,0.05275
cg15846482,0.06123,0.056699999999999987,0.053849999999999995
cg27653384,0.24791,0.0418,0.29560000000000003
cg25011475,0.03501,0.02905,0.043025
cg12917475,0.04746,0.05681,0.052275
cg05877109,0.04592,0.04523,0.0364
cg25149155,0.08501,0.07736,0.071775
cg04542489,0.026180000000000002,0.05647,0.039175
cg13687825,0.033670000000000005,0.00746,0.015574999999999999
cg09226051,0.24464,0.03574000000000001,0.08032500000000001
cg03717364,0.043480000000000005,0.047150000000000004,0.045825000000000005
cg04011671,0.02934,0.027859999999999996,0.031375
cg01564818,0.04484,0.07706,0.053024999999999996
cg01870865,0.04812999999999999,0.05207,0.095725
cg26654286,0.035320000000000004,0.0557,0.0343
cg00236832,0.053290000000000004,0.06592,0.046325000000000005
cg19276111,0.13102999999999998,0.06367,0.103525
cg11183072,0.03641,0.04174,0.03995
cg13761998,0.09834,0.1338,0.0996
cg17740645,0.09675,0.14058,0.10527500000000001
cg16015423,0.02089,0.014159999999999999,0.0259
cg17765751,0.01804,0.015420000000000001,0.016149999999999998
cg23161218,0.023289999999999998,0.03963,0.0442
cg15995296,0.06206999999999999,0.02669,0.043625
cg19903071,0.05408,0.05587,0.043825
cg13461447,0.08863,0.044000000000000004,0.088475
cg06528063,0.010250000000000002,0.012159999999999999,0.052375000000000005
cg04545296,0.027999999999999997,0.049179999999999995,0.03515
cg26404511,0.031169999999999996,0.048600000000000004,0.0495
cg01607849,0.08893999999999999,0.025109999999999997,0.084575
cg15784646,0.09774,0.08189,0.060025
cg17525495,0.10295,0.0793,0.10915
cg04347477,0.13405999999999998,0.07088,0.08405
cg04406436,0.036890000000000006,0.07826,0.022975
cg05041073,0.0084,0.00508,0.008775
cg21936280,0.07844,0.10835,0.095075
cg08360820,0.021670000000000002,0.02533,0.021175
cg02573357,0.06931000000000001,0.08915999999999999,0.0815
cg18108087,0.03629,0.034929999999999996,0.026549999999999997
cg06074992,0.041490000000000006,0.044009999999999994,0.062349999999999996
cg18213545,0.03523,0.08066000000000001,0.063
cg10831212,0.02892,0.052790000000000004,0.047525
cg04313875,0.00556,0.00462,0.0054
cg16256390,0.08940000000000001,0.0747,0.0698
cg27043010,0.02096,0.01191,0.015625
cg01447281,0.053860000000000005,0.05587,0.0611
cg08635931,0.024890000000000002,0.04198,0.0388
cg15473346,0.007670000000000001,0.023969999999999998,0.062225
cg06121450,0.05677,0.07715999999999999,0.0782
cg09284949,0.033870000000000004,0.03444,0.022125
cg15770702,0.03555,0.10504,0.06025
cg13279811,0.08302000000000001,0.04521,0.053225
cg15085899,0.019010000000000003,0.01004,0.028624999999999998
cg08462306,0.01251,0.04996,0.0143
cg24254387,0.04791,0.10845,0.046924999999999994
cg12043428,0.03909,0.03677,0.028275
cg03666441,0.06421,0.012709999999999999,0.0392
cg01088404,0.054340000000000006,0.06698,0.083675
cg21570709,0.10518,0.08602,0.048875
cg16898124,0.041440000000000005,0.012029999999999999,0.013399999999999999
cg07392085,0.04843,0.06465000000000001,0.06892500000000001
cg23643435,0.07763,0.03807,0.0215
cg05604112,0.05802,0.05071,0.0337
cg26635214,0.025500000000000002,0.02705,0.017550000000000003
cg02256631,0.11287000000000001,0.0692,0.06525
cg12717729,0.041310000000000006,0.05456,0.10644999999999999
cg19725489,0.02389,0.03229,0.03415
cg00738869,0.03771,0.06371999999999998,0.027825
cg12446199,0.02784,0.026619999999999998,0.033100000000000004
cg16411883,0.04078,0.05148,0.0364
cg18660064,0.06286,0.054400000000000004,0.07055
cg19286686,0.03671,0.04201,0.03365
cg23967461,0.03306,0.0419,0.029525
cg08447324,0.028450000000000003,0.0135,0.018875
cg25737313,0.033780000000000004,0.025789999999999997,0.022825
cg01870865,0.04812999999999999,0.05207,0.095725
cg05406868,0.041550000000000004,0.042249999999999996,0.042825
cg01014262,0.05117,0.058640000000000005,0.10329999999999999
cg22961457,0.05524,0.054720000000000005,0.06897500000000001
cg17525495,0.10295,0.0793,0.10915
cg00066663,0.08134000000000001,0.08931,0.10385
cg01664727,0.14390999999999998,0.03702,0.07527500000000001
cg09802389,0.03376,0.034789999999999995,0.029325
cg13357602,0.037169999999999995,0.03031,0.0668
cg01018002,0.048100000000000004,0.019359999999999995,0.018125000000000002
cg24691069,0.009740000000000002,0.03632,0.017075
cg22501342,0.06049,0.14504,0.0759
cg21161394,0.03871,0.05706,0.05245
cg02648847,0.07279000000000001,0.08181999999999999,0.07189999999999999
cg02676175,0.34552,0.07908,0.18120000000000003
cg23829102,0.061700000000000005,0.09559,0.125075
cg13315450,0.09868,0.10064,0.228325
cg03484180,0.30541,0.03205,0.196825
cg13072940,0.29022000000000003,0.08983,0.225975
cg05047486,0.04756,0.048049999999999995,0.04845000000000001
cg06126721,0.16199,0.05796,0.099725
cg23728447,0.11209999999999999,0.05767,0.14932499999999999
cg20381404,0.03387,0.053919999999999996,0.010825
cg08462306,0.01251,0.04996,0.0143
cg24254387,0.04791,0.10845,0.046924999999999994
cg22897141,0.24086000000000002,0.11531999999999999,0.082075
cg09915396,0.08354,0.10175999999999999,0.11142500000000001
cg02076355,0.10999,0.1106,0.09445
cg18584387,0.038930000000000006,0.16220999999999997,0.057325
cg07066369,0.0193,0.10573999999999999,0.0278
cg17580045,0.07217,0.18858999999999998,0.0927
cg24070123,0.07711,0.045919999999999996,0.07245
cg23125506,0.11579,0.06105000000000001,0.24195
cg11930955,0.24884,0.11786,0.2399
cg10911160,0.05906,0.06488000000000001,0.0686
cg23917399,0.07094,0.06326,0.1261
cg05783185,0.05616,0.13712000000000002,0.15789999999999998
cg11639950,0.29694000000000004,0.08099,0.328875
cg17187521,0.10039000000000001,0.08897000000000001,0.120225
cg21161394,0.03871,0.05706,0.05245
cg02648847,0.07279000000000001,0.08181999999999999,0.07189999999999999
cg13909895,0.27768,0.051919999999999994,0.16155
cg26604214,0.07930000000000001,0.09678999999999999,0.073725
cg18584387,0.038930000000000006,0.16220999999999997,0.057325
cg07066369,0.0193,0.10573999999999999,0.0278
cg17580045,0.07217,0.18858999999999998,0.0927
cg23051299,0.19005999999999998,0.03955,0.20252499999999998
cg20704342,0.14191,0.08345999999999998,0.13692500000000002
cg26476925,0.10008,0.10187,0.142025
cg24011261,0.01888,0.06966,0.048674999999999996
cg05551922,0.032740000000000005,0.029320000000000002,0.02435
cg05055782,0.07055,0.10532,0.0789
cg03214730,0.04159,0.05038,0.061775
